postnr,by,kortnavn,væsensnavn,adresse,latitude,bibliotekstype,id,longitude,navn
9530,Støvring,Bogbussen,Rebild Bibliotekerne,"Støvring Bibliotek
Hobrovej 90",56.8891113,Folkebibliotek,784004,9.8362967,Bogbussen
9500,Hobro,Hobro Bibliotek,Mariagerfjord Bibliotekerne,"Hobro Bibliotek (hovedbibliotek)
St. Torv",56.6391392,Folkebibliotek,784600,9.797648,Hobro Bibliotek
9510,Arden,Arden Bibliotek,Mariagerfjord Bibliotekerne,"Bluhmesgade 19
Postbox 103",56.769043,Folkebibliotek,784601,9.856832,Arden Bibliotek
9560,Hadsund,Hadsund  Bibliotek,Mariagerfjord Bibliotekerne,Kirkegade 4,56.7186994,Folkebibliotek,784602,10.1178412,Hadsund Bibliotek
9550,Mariager,Mariager Bibliotek,Mariagerfjord Bibliotekerne,Teglgade 6,56.650427,Folkebibliotek,784603,9.980795,Mariager Bibliotek
9560,Hadsund,Als Bibliotek,Mariagerfjord Bibliotekerne,Vikingvej 4,56.7565264,Folkebibliotek,784605,10.2877988,Als Bibliotek
9460,Brovst,Brovst Bibliotek,Jammerbugt Bibliotekerne,Rotfeldsvej 11,57.101018,Folkebibliotek,784900,9.517732,Brovst Bibliotek
9440,Aabybro,Aabybro Bibliotek,Jammerbugt Bibliotekerne,Kattedamsvej 32B,57.1634563,Folkebibliotek,784901,9.7347079,Aabybro Bibliotek
9490,Pandrup,Pandrup Bibliotek,Jammerbugt Bibliotekerne,Lundbakvej 3 A,57.220598,Folkebibliotek,784902,9.677702,Pandrup Bibliotek
9690,Fjerritslev,Fjerritslev Bibliotek,Jammerbugt Bibliotekerne,Danmarksgade 1,57.087405,Folkebibliotek,784903,9.265699,Fjerritslev Bibliotek
9460,Brovst,Jammerbugt - Bogbussen,Jammerbugt Bibliotekerne,Rotfeldsvej 11,57.101018,Folkebibliotek,784904,9.517732,Bogbus
9000,Aalborg,Aalborg Bibliotekerne,Aalborg Bibliotekerne,Rendsburggade 2,57.0472572,Folkebibliotek,785100,9.9275896,Aalborg Bibliotekerne. Hovedbiblioteket
9000,Aalborg,Haraldslund,Aalborg Bibliotekerne,Kastetvej 83,57.054224,Folkebibliotek,785101,9.898961,Haraldslund Bibliotek
9000,Aalborg,Vejgaard,Aalborg Bibliotekerne,Hadsundvej 35,57.041402,Folkebibliotek,785103,9.951504,Vejgaard Bibliotek
9210,Aalborg SØ,Grønlands Torv,Aalborg Bibliotekerne,"Grønlands Torv 1, st.",57.0230115,Folkebibliotek,785104,9.94299,Biblioteket Grønlands Torv
9220,Aalborg ØSt,Trekanten,Aalborg Bibliotekerne,Sebbersundvej 2A,57.0277153,Folkebibliotek,785106,10.0003913,Trekanten Bibliotek & Kulturhus
9000,Aalborg,Hasseris,Aalborg Bibliotekerne,Hasseris Bymidte 3,57.036556,Folkebibliotek,785107,9.88339,Hasseris Bibliotek
9400,Nørresundby,Nørresundby,Aalborg Bibliotekerne,Østerbrogade 52B,57.0577107,Folkebibliotek,785109,9.9243795,Nørresundby Bibliotek
9400,Nørresundby,Løvvang,Aalborg Bibliotekerne,Løvbakken 6,,Folkebibliotek,785110,,Løvvang Bibliotek
9230,Svenstrup J,Svenstrup,Aalborg Bibliotekerne,Godthåbsvej 14 D,56.9723414,Folkebibliotek,785113,9.8517401,Svenstrup Bibliotek
9310,Vodskov,Vodskov,Aalborg Bibliotekerne,Brorsonsvej 3,57.10377,Folkebibliotek,785116,10.027571,Vodskov Bibliotek
9370,Hals,Hals Bibliotek,Aalborg Bibliotekerne,Østergade 2A,56.9950239,Folkebibliotek,785117,10.3095658,Hals Bibliotek
9240,Nibe,Nibe Bibliotek,Aalborg Bibliotekerne,St. Algade 4,56.982095,Folkebibliotek,785123,9.636342,Nibe Bibliotek
9000,Aalborg,HistorieAalborg,Aalborg Bibliotekerne,Arkivstræde 1,,Folkebibliotek,785131,,HistorieAalborg
9100,Aalborg,Bogbussen Aalborg,Aalborg Bibliotekerne,"Rendsburggade 2,
Postboks 839",,Folkebibliotek,785140,,Bogbus 1
,,,Aalborg Bibliotekerne,,,Folkebibliotek,785141,,Bogbus 2
,,,Aalborg Bibliotekerne,,,Folkebibliotek,785142,,Bogbus 3
9280,Storvorde,Storvorde,Aalborg Bibliotekerne,Stationsvej 5,57.001631,Folkebibliotek,785143,10.101506,Storvorde Bibliotek
9800,Hjørring,Hjørring Bibliotek,Hjørring Bibliotekerne,"Metropol, Østergade 30",57.4580861,Folkebibliotek,786000,9.9909581,Hjørring Bibliotek
9850,Hirtshals,Hirtshals Bibliotek,Hjørring Bibliotekerne,Jørgen Fibigersgade 26,57.5904807,Folkebibliotek,786001,9.9603369,Hirtshals Bibliotek
9760,Vrå,Vrå Bibliotek,Hjørring Bibliotekerne,Sønder Vråvej 1,57.353108,Folkebibliotek,786002,9.946824,Vrå Bibliotek
9480,Løkken,Løkken Bibliotek,Hjørring Bibliotekerne,Harald Fischers Vej 30,57.372502,Folkebibliotek,786003,9.714157,Løkken Bibliotek
9870,Sindal,Sindal Bibliotek,Hjørring Bibliotekerne,Torvegade 15,57.472046,Folkebibliotek,786004,10.200346,Sindal Bibliotek
9830,Tårs,Tårs - Fakta,Hjørring Bibliotekerne,"Fakta
Guldregnvej 3",57.387019,Folkebibliotek,786006,10.11397,Tårs
9881,Bindslev,Bindslev Dagli'Brugsen,Hjørring Bibliotekerne,"Dagli'Brugsen
Vesterbro 9",57.5420495,Folkebibliotek,786007,10.1964522,Bindslev
9800,Hjørring,Bjergby - Skole,Hjørring Bibliotekerne,"Bjergby-Mygdal Skole
Asdalvej 14
Bjergby",57.5134,Folkebibliotek,786008,10.025916,Bjergby
9881,Bindslev,Tversted - Super Spar,Hjørring Bibliotekerne,"Super Spar
Tannisbugtvej 38
Tversted",57.58692,Folkebibliotek,786010,10.188126,Tversted
9870,Sindal,Mosbjerg - Mosbjerghus,Hjørring Bibliotekerne,"Botilbuddet Mosbjerghus
Jerupvej 485
Mosbjerg",57.503576,Folkebibliotek,786011,10.278933,Mosbjerg
9800,Hjørring,Lønstrup - Super Spar,Hjørring Bibliotekerne,"Super Spar,
Strandvejen 82
Lønstrup",57.471932,Folkebibliotek,786012,9.797296,Lønstrup
,,,Hjørring Bibliotekerne,,,Folkebibliotek,786017,,Lørslev
1234,Testby-test,DBC Test Bibliotek - 4.2,DBC-Test-vsn,B. Adresse,,Other,790900,,DBCTestBibliotek
1221,København K,"Kgl. Bibl./KUB - Kbh., DIA",Det Kgl. Bibliotek - København,Søren Kierkegaards Plads 1,55.6732158,Forskningsbibliotek,810010,12.5821264,Det Kgl. Bibliotek København. Diamanten
1123,København K,"Kgl. Bibl./KUB - Kbh., SAMF",Det Kgl. Bibliotek - København,Gothersgade 140,55.6856006,Forskningsbibliotek,810011,12.5700945,Det Samfundsvidenskabelige Fakultetsbibliotek
2300,København S,"Kgl. Bibl./KUB - Kbh., S. Camp",Det Kgl. Bibliotek - København,Karen Blixens Plads 7,55.661891,Forskningsbibliotek,810012,12.589797,"Københavns Universitetsbibliotek, Søndre Campus"
2200,København N,"Kgl. Bibl./KUB - Kbh., NORD",Det Kgl. Bibliotek - København,"Nørre Allé, 49",55.697244,Forskningsbibliotek,810013,12.5611979,Københavns Universitetsbibliotek Nord (KUB Nord)
1219,København K,Dansk Folkemindesamlings Bibli,Det Kgl. Bibliotek - København,Christians Brygge 3,,Forskningsbibliotek,810014,,Dansk Folkemindesamlings Bibliotek
1221,København K,Kgl. Bibl./Kbh. - Nat. samling,Det Kgl. Bibliotek - København,Søren Kierkegaards Plads 1,,Forskningsbibliotek,810015,,Det Kgl. Bibliotek København. Nationale samlinger
8000,Aarhus C,Det Kgl. Bibl. - Aarhus,Det Kgl. Bibliotek - Aarhus,Victor Albecks Vej 1,56.1701747,Forskningsbibliotek,820010,10.199239,Det Kgl. Bibliotek - Aarhus
1219,København K,BiblioteksCenter f Integration,Det Kgl. Bibliotek - Aarhus,"Det Kgl. Bibliotek
Christians Brygge 8",,Forskningsbibliotek,820012,,BiblioteksCenter for Integration
8000,Aarhus,AU Library Sundhedsvidenskab,Det Kgl. Bibliotek - Aarhus,Vennelyst Boulevard 4,56.166644,Forskningsbibliotek,820014,10.206756,AU Library Sundhedsvidenskab
,,,Det Kgl. Bibliotek - Aarhus,,,Forskningsbibliotek,820015,,Skejby Magasin
,,,Det Kgl. Bibliotek - Aarhus,,,Forskningsbibliotek,820016,,Brabrand Magasin
5230,Odense M,SDUB Odense,Syddansk Universitetsbibliotek,Campusvej 55,55.3683931,Forskningsbibliotek,820030,10.4276852,"Syddansk Universitetsbibliotek, Odense"
6700,Esbjerg,SDUB Esbjerg,Syddansk Universitetsbibliotek,Niels Bohrs Vej 9,55.491036,Forskningsbibliotek,820031,8.449366,Syddansk Universitetsbibliotek Esbjerg
6000,Kolding,SDUB Kolding,Syddansk Universitetsbibliotek,Universitetsparken 1,55.495973,Forskningsbibliotek,820032,9.4730519,Syddansk Universitetsbibliotek Kolding
6400,Sønderborg,SDUB Sønderborg,Syddansk Universitetsbibliotek,Alsion 2,54.9130458,Forskningsbibliotek,820033,9.7789006,Syddansk Universitetsbibliotek Sønderborg
5000,Odense C, SDUB- O Videncentret OUH,Syddansk Universitetsbibliotek,"J.B. Winsløws Vej 4, indgang 50 st.",,Forskningsbibliotek,820034,,"Videncentret, Odense Universitetshospital"
5000,Odense C,SDUB Musikafdelingen,Syddansk Universitetsbibliotek,Islandsgade 2,55.400929,Forskningsbibliotek,820036,10.402539,Syddansk Universitetsbibliotek Musikafdelingen
4200,Slagelse,SDUB Slagelse,Syddansk Universitetsbibliotek,Sdr. Stationsvej 28,55.4072389,Forskningsbibliotek,820039,11.3485739,"Syddansk Universitetsbibliotek Slagelse, Biblioteket"
4000,Roskilde,Roskilde Universitetsbibl.,Det Kgl. Bibliotek - København,Universitetsvej 1,55.652912,Forskningsbibliotek,820040,12.143393,Roskilde Universitetsbibliotek
9220,Aalborg Øst,Aalborg Universitetsbibliotek,Aalborg Universitetsbibliotek,Langagervej 2,57.020799,Forskningsbibliotek,820050,9.977612,Aalborg Universitetsbibliotek
6700,Esbjerg,AUB Esbjerg,Aalborg Universitetsbibliotek,Niels Bohrs Vej 8,,Forskningsbibliotek,820051,,Aalborg Universitetsbibliotek Esbjerg
2450,København SV,AUB København,Aalborg Universitetsbibliotek,A. C. Meyersvænge 15,,Forskningsbibliotek,820052,,Aalborg Universitetsbibliotek København
2970,Hørsholm,SBI Biblioteket,Aalborg Universitetsbibliotek,Dr. Neergaardsvej 15,,Forskningsbibliotek,820053,,"Statens Byggeforskningsinstitut, Biblioteket"
2800,Kgs. Lyngby,DTU Bibliotek Lyngby,DTU Bibliotek. Danmarks Tekniske Informationscenter,"Anker Engelunds Vej 1
Bygning 101D",55.786908,Forskningsbibliotek,820060,12.523264,"Danmarks Tekniske Informationscenter, Lyngby"
2400,København NV,"AUL, Emdrup (DPB)","AU Library, Campus Emdrup (DPB)","Postboks 840
Tuborgvej 164",55.72171,Forskningsbibliotek,820070,12.543195,"AU  Library, Campus Emdrup (DPB)"
8000,Århus C,AAA biblioteket,Biblioteket Arkitektskolen Aarhus,Nørreport 20,56.1612494,Forskningsbibliotek,820080,10.2124633,Biblioteket Arkitektskolen Aarhus
2200,København N,"Institut for Idræt, Bibliotek",Institut for Idræt og Ernæring. Biblioteket,Nørre Allé 51,,Forskningsbibliotek,820100,,Institut for Idræt og Ernæring. Biblioteket
1870,Frederiksberg C,KUB Frederiksberg,Det Kgl. Bibliotek - København,Dyrlægevej 10,55.679072,Forskningsbibliotek,820110,12.54134,Københavns Universitetsbibliotek Frederiksberg (KUB Frederiksberg)
2000,Frederiksberg,CBS Bibliotek,CBS Bibliotek,Solbjerg Plads 3,55.6815889,Forskningsbibliotek,820120,12.5290918,CBS Bibliotek - Solbjerg Plads
2000,Frederiksberg,CBSB,CBS Bibliotek,Dalgas Have 15,,Forskningsbibliotek,820121,,CBS Bibliotek - Dalgas Have. Læsesal
2000,Frederiksberg,CBSB,CBS Bibliotek,Porcelænshaven 26,55.677864,Forskningsbibliotek,820122,12.521467,CBS Bibliotek - Porcelænshaven. Læsesal
,,,CBS Bibliotek,,,Forskningsbibliotek,820123,,CBS Bibliotek - Graduate House. Læsesal
8210,Århus V,AU Library Fuglesangsalle,"AU Library, Fuglesangs Allé",Fuglesangs Allé 4,56.1622333,Forskningsbibliotek,820140,10.1824915,"AU Library, Fuglesangs Alle"
1007,København K,DKB,Det Kgl. Bibliotek - København,Nyhavn 2,55.6760968,Forskningsbibliotek,820150,12.5683371,"Danmarks Kunstbibliotek, Nyhavn Afdeling"
8000,Århus,"Center for Rusmiddelforskning,","Center for Rusmiddelforskning, Biblioteket","Bartholins Allé 10
Bygning 1322",,Forskningsbibliotek,820180,,"Center for Rusmiddelforskning, Biblioteket"
2300,København S,"ITU, Biblioteket","IT-Universitetet i København, Biblioteket 2E04","Rued Langgaards Vej 7
",,Forskningsbibliotek,820190,,"IT-Universitetet i København, Biblioteket 2D08"
2300,København S,IVA Biblioteket,Det Kgl. Bibliotek - København,"Njalsgade 76 
Søndre Campus, bygning 5A",55.656189,Forskningsbibliotek,830010,12.598737,Det Informationsvidenskabelige Akademi
2200,København N,"Campusbibl, Sigurdsgade",PHB. Bibliotekerne ved professionshøjskolerne Metropol og UCC,Sigurdsgade 26,,Forskningsbibliotek,830060,,Campusbiblioteket Rådmandsmarken
,,,PHB. Bibliotekerne ved professionshøjskolerne Metropol og UCC,,,Forskningsbibliotek,830062,,Professionshøjskolen UCC - Bornholm. Biblioteket
1799,København V,Campuslib. Carlsberg,PHB. Bibliotekerne ved professionshøjskolerne Metropol og UCC,Humletorvet 3,,Forskningsbibliotek,830063,,Campus Carlsberg
3460,Birkerød,Kriminalforsorgen,Kriminalforsorgens Bibliotek,Biskop Svanes Vej 69,,Forskningsbibliotek,830070,,Kriminalforsorgens Bibliotek
1401,København K,Kriminalforsorgen,Kriminalforsorgens Bibliotek,Strandgade 100,,Forskningsbibliotek,830071,,"Kriminalforsorgens Bibliotek, Strandgade"
1434,København K,Biblioteket KADK,"Det Kongelige Danske Kunstakademis skoler for Arkitektur, Design og Konservering. Biblioteket",Danneskiold-Samsøes Allé 50,55.6814193,Forskningsbibliotek,830080,12.6051379,"Biblioteket for Arkitektur, Design og Scenekunst"
8200,Århus N,Journalisthøjskolen,"Danmarks Medie- og Journalisthøjskole, Biblioteket",Olof Palmes Allé 11,,Forskningsbibliotek,830140,,"Danmarks Medie- og Journalisthøjskole, Biblioteket Aarhus"
6705,Esbjerg Ø,"UC SYD Bibl., Esbjerg",UC Syd Biblioteket,Degnevej 16,55.4833649,Forskningsbibliotek,830190,8.4857417,"University College Syddanmark Biblioteket, Esbjerg"
2000,Frederiksberg,Læreruddannelserne Metropol,PHB. Bibliotekerne ved professionshøjskolerne Metropol og UCC,Nyelandsvej 27,,Forskningsbibliotek,830240,,Læreruddannelserne Metropol. Biblioteket
2400,København NV,Mediehøjskolen,"Danmarks Medie- og Journalisthøjskole, Biblioteket",Emdrupvej 72,,Forskningsbibliotek,830280,,"Danmarks Medie- og Journalisthøjskole, Biblioteket København"
6100,Haderslev,"UC SYD Bibl., Haderslev",UC Syd Biblioteket,Lembckesvej 3 - 7,55.2545603,Forskningsbibliotek,830290,9.4854699,"University College Syddanmark Biblioteket, Haderslev"
7400,Herning,"AU Library, Herning","AU Library, Fuglesangs Allé",Birk Centerpark 15,56.1294714,Forskningsbibliotek,830300,9.0270544,"AU Library, Herning"
3400,Hillerød,UCC Nordsjælland,PHB. Bibliotekerne ved professionshøjskolerne Metropol og UCC,Carlsbergvej 14,,Forskningsbibliotek,830360,,UCC Nordsjælland. Biblioteket
4180,Sorø,Campus Sorø,Professionshøjskolen Absalon. Biblioteket,Slagelsevej 70-74,55.444605,Forskningsbibliotek,830370,11.547643,Professionshøjskolen Absalon. Biblioteket. Campus Sorø
4180,Sorø,PHA Adm,Professionshøjskolen Absalon. Biblioteket,Slagelsevej 7,55.4397849,Forskningsbibliotek,830371,11.5575087,Professionshøjskolen Absalon. Biblioteket. Fælles Administrationen
4000,Roskilde,Campus Roskilde,Professionshøjskolen Absalon. Biblioteket,Trekroner Forskerparken 4,55.6507804,Forskningsbibliotek,830372,12.141245,Professionshøjskolen Absalon. Biblioteket. Campus Roskilde
4400,Kalundborg,Campus Kalundborg,Professionshøjskolen Absalon. Biblioteket,J. Hagemann-Petersens Allé 4,,Forskningsbibliotek,830373,,Professionshøjskolen Absalon. Biblioteket. Campus Kalundborg
9210,Aalborg SØ,"UCN Biblioteket, M. E. Vej","University College Nordjylland, Biblioteket",Mylius Erichsens Vej 137,57.018477,Forskningsbibliotek,830380,9.948632,"University College Nordjylland, Biblioteket, Mylius Erichsens Vej"
7500,Holstebro,VIA UC  Campus Holstebro,VIA UC Bibliotekerne,Gl. Struervej 1,56.3707225,Forskningsbibliotek,830400,8.6169082,VIA Biblioteket Campus Holstebro
8700,Horsens,VIA UC. Bibl. Campus Horsens,VIA UC Bibliotekerne,Chr. M. Østergaards Vej 4,55.871524,Forskningsbibliotek,830410,9.886037,VIA Biblioteket Campus Horsens
7430,Ikast,"VIA UC Ikast, Biblioteket",VIA UC Bibliotekerne,Bøgildvej 12,,Forskningsbibliotek,830450,,VIA Biblioteket Pædagoguddannelsen i Ikast
7300,Jelling,"UCL, Jelling","University College Lillebælt, Biblioteket",Stationsvej 4,55.755695,Forskningsbibliotek,830460,9.420212,University College Lillebælt. Biblioteket i Jelling
8900,Randers C,VIA UC Randers,VIA UC Bibliotekerne,Jens Otto Krags Plads 3,56.4613818,Forskningsbibliotek,830471,10.0426475,VIA Biblioteket Campus Randers
8000,Århus C,"DJM, Aarhus","Det Jyske Musikkonservatorium, Biblioteket",Skovgaardsgade 2C,,Forskningsbibliotek,830480,,"Det Jyske Musikkonservatorium, Århus, Biblioteket"
6000,Kolding,"UC SYD Bibl., Kolding",UC Syd Biblioteket,Dyrehavevej 116,55.4997515,Forskningsbibliotek,830500,9.4731599,"University College Syddanmark Biblioteket, Kolding"
1970,Frederiksberg C,"DKDM, Biblioteket","Det Kgl. Danske Musikkonservatorium, Biblioteket",Rosenørns Allé 22,,Forskningsbibliotek,830520,,"Det Kgl. Danske Musikkonservatorium, Biblioteket"
2750,Ballerup,DTU Ballerup,DTU Bibliotek. Danmarks Tekniske Informationscenter,Lautrupvang 15,,Forskningsbibliotek,830560,,"Danmarks Tekniske Informationscenter, Ballerup"
5762,V.Skerninge,"Den frie lærerskole, Bibliotek","Den frie lærerskole, Biblioteket","Svendborgvej 15
Ollerup",55.07103,Forskningsbibliotek,830600,10.506812,"Den frie lærerskole, Biblioteket"
9000,Aalborg,"DJM, Aalborg","Det Jyske Musikkonservatorium, Biblioteket",Musikkens Plads 1,,Forskningsbibliotek,830630,,"Det Jyske Musikkonservatorium, Aalborg, Biblioteket"
7620,Lemvig,VIA UC Nørre Nissum,VIA UC Bibliotekerne,Svinget 5,56.54734,Forskningsbibliotek,830660,8.420313,VIA Studieværkstedet i Nørre Nissum
5000,Odense C,BeklædningsfagskolenOdense,"Odense Fagskole, Biblioteket",Ørstedsgade 28,,Forskningsbibliotek,830680,,"Odense Fagskole, Biblioteket"
5230,Odense M,"UCL, Odense","University College Lillebælt, Biblioteket",Niels Bohrs Allé 1,55.3973436,Forskningsbibliotek,830690,10.3874569,University College Lillebælt. Biblioteket i Odense
8600,Silkeborg,VIA UC Campus Silkeborg,VIA UC Bibliotekerne,Nattergalevej 1,56.168618,Forskningsbibliotek,830750,9.573111,VIA Biblioteket Campus Silkeborg
7800,Skive,Pædagogisk Bibliotek Skive,VIA UC Bibliotekerne,Dalgas Allé 20,56.5503529,Forskningsbibliotek,830770,9.0127815,VIA Pædagogisk Bibliotek i Skive
2000,Frederiksberg,DSHK,PHB. Bibliotekerne ved professionshøjskolerne Metropol og UCC,Kronprinsesse Sofiesvej 35,,Forskningsbibliotek,830830,,Socialrådgiveruddannelserne. Biblioteket
6700,Esbjerg,"SDMK, Esbjerg","Syddansk Musikkonservatorium (SDMK) Esbjerg, Biblioteket",Kirkegade 61,55.4704747,Forskningsbibliotek,830930,8.4506202,"Syddansk Musikkonservatorium (SDMK) Esbjerg, Biblioteket"
8800,Viborg,VIA UC Campus Viborg,VIA UC Bibliotekerne,Prinsens Allé 2,56.458726,Forskningsbibliotek,830950,9.402872,VIA Biblioteket Campus Viborg
4760,Vordingborg,Campus Vordingborg,Professionshøjskolen Absalon. Biblioteket,Kuskevej 1,55.0131363,Forskningsbibliotek,830960,11.8975872,Professionshøjskolen Absalon. Biblioteket. Campus Vordingborg
4800,Nykøbing F.,Campus Nykøbing,Professionshøjskolen Absalon. Biblioteket,Bispegade 5,54.764658,Forskningsbibliotek,830961,11.878863,"Professionshøjskolen Absalon. Biblioteket. Nykøbing F., Biblioteket"
4700,Næstved,Campus Næstved,Professionshøjskolen Absalon. Biblioteket,Parkvej 190,55.205479,Forskningsbibliotek,830963,11.767418,Professionshøjskolen Absalon. Biblioteket. Campus Næstved
6200,Aabenraa,"UC SYD Bibl., Aabenraa",UC Syd Biblioteket,Campusallé 20,55.040852,Forskningsbibliotek,830980,9.4151589,"University College Syddanmark Biblioteket, Aabenraa"
9800,Hjørring,"UCN Biblioteket, Skolevangen","University College Nordjylland, Biblioteket",Skolevangen 45,57.458559,Forskningsbibliotek,831000,10.003269,"University College Nordjylland, Biblioteket, Skolevangen"
8000,Aarhus C,VIA UC,VIA UC Bibliotekerne,Ceresbyen 24,,Forskningsbibliotek,831020,,VIA Biblioteket Campus Aarhus C
8200,Aarhus N,"AU Library, Katrinebjerg",AU Library Katrinebjerg,"Finlandsgade 21, 1. sal",56.1587207,Forskningsbibliotek,831040,10.2154356,AU Library Katrinebjerg
9220,Aalborg Øst,"UCN Biblioteket, S. L. Vej","University College Nordjylland, Biblioteket",Selma Lagerløfs Vej 2,57.016158,Forskningsbibliotek,831080,9.9941739,"University College Nordjylland, Biblioteket, Selma Lagerløfs Vej"
4800,Nykøbing F,CELF,CELF. Center for Erhvervsrettede Uddannelser Lolland Falster. Biblioteket,Merkurs Plads 1,54.775845,Forskningsbibliotek,831140,11.878755,"CELF, Biblioteket Merkur"
5260,Odense S,Dalum Landbrugsskole,"Dalum Landbrugsskole, Biblioteket",Landbrugsvej 65,,Forskningsbibliotek,831170,,"Dalum Landbrugsskole, Biblioteket"
6715,Esbjerg N,"Sosu-Esbjerg, Biblioteket","Social- og Sundhedsskolen Esbjerg, Biblioteket",Gjesinglund Allé 8,,Forskningsbibliotek,831180,,"Social- og Sundhedsskolen Esbjerg, Biblioteket"
4100,Ringsted,SOSU Sjælland,SOSU Sjælland. Bibliotekerne,Selandi Park 6 - 8,,Forskningsbibliotek,831200,,SOSU Sjælland. Bibliotek Ringsted
4600,Køge,SOSU Køge,SOSU Sjælland. Bibliotekerne,Lyngvej 24A,,Forskningsbibliotek,831201,,SOSU Sjælland. Bibliotek Køge
4300,Holbæk,SOSUHolbæk,SOSU Sjælland. Bibliotekerne,Slotshaven 3,,Forskningsbibliotek,831202,,SOSU Sjælland. Bibliotek. Holbæk
7000,Fredericia,SSH Fredericia,"Social- og Sundhedsskolen Fredericia, Biblioteket",6. Julivej 67,,Forskningsbibliotek,831260,,"Social- og Sundhedsskolen Fredericia, Biblioteket"
7100,Vejle,SSH Vejle,"Social- og Sundhedsskolen Fredericia, Biblioteket",Vestre Engvej 46A,,Forskningsbibliotek,831261,,"Social- og Sundhedsskolen Vejle, Biblioteket"
4800,Nykøbing F,SOSU Nykøbing F. Biblioteket,SOSU Nykøbing F. Bibliotek,Vestensborg Allé 78,,Forskningsbibliotek,831340,,SOSU Nykøbing F. Bibliotek
8200,Aarhus N,VIA UC Aarhus N,VIA UC Bibliotekerne,Hedeager 2,56.192499,Forskningsbibliotek,831350,10.181203,VIA Studiebiblioteket Campus Aarhus N
7100,Vejle,SDE-B Vejle,Syddansk Erhvervsskole. Biblioteket OTG,Boulevarden 36,55.7117907,Forskningsbibliotek,831380,9.5220021,Syddansk Erhvervsskole. Biblioteket Vejle
6240,Løgumkloster,Løgumkloster Kirkemusikskole,"Løgumkloster Kirkemusikskole, Biblioteket",Vestergade 9-13,,Forskningsbibliotek,831410,,"Løgumkloster Kirkemusikskole, Biblioteket"
2200,København N,KUB NS Geobiblioteket,GeoBiblioteket,Nørre Allé 49,,Forskningsbibliotek,840020,,GeoBiblioteket
1150,København K,Center for Afrikastudier,"Center for Afrikastudier, Biblioteket","Købmagergade 46, 4. sal",,Forskningsbibliotek,840050,,"Center for Afrikastudier, Biblioteket"
2300,København S,Det Arnamagnæanske Institut<br,Nordisk Forskningsinstituts Bibliotek. Københavns Universitet,Njalsgade 136,,Forskningsbibliotek,840100,,"Den Arnamagnæanske Samling, Biblioteket"
 , ,,"Institut for medicinsk biokemi og genetik, Afdeling A", ,,Forskningsbibliotek,840110,,"Institut for Medicinsk Biokemi & Genetik, Biblioteket."
2300,København S,Institut for Tværkulturelle ..,Institut for Tværkulturelle og Regionale Studier. Biblioteket,Snorresgade 17-19,,Forskningsbibliotek,840130,,"Institut for Tværkulturelle og Regionale Studier, Carsten Niebuhr Afdelingen, Biblioteket"
 , ,Ferskvandsbiologisk Laboratori,"Ferskvandsbiologisk Laboratorium, Biblioteket", ,,Forskningsbibliotek,840170,,"Ferskvandsbiologisk Laboratorium, Biblioteket"
2300,København S,"Inst. for Fil., Pæd. og Ret.","Institut for Medier, Erkendelse og Formidling. Biblioteket",Njalsgade 80,,Forskningsbibliotek,840180,,"Institut for Medier, Erkendelse og Formidling, Biblioteket"
 , ,Fors.mat. Lab. Bibl.,Afdeling for Anvendt Matematik og Statistik, ,55.701504,Forskningsbibliotek,840200,12.560686,"Afdeling for Anvendt Matematik og Statistik, Biblioteket"
2300,København S,Saxo-instituttet,"Biblioteket for Historie, Saxo-instituttet",Njalsgade 102,,Forskningsbibliotek,840220,,"Biblioteket for Historie, Saxo-instituttet"
 , ,Institut for Dansk Dialektfors,Nordisk Forskningsinstituts Bibliotek. Københavns Universitet, ,,Forskningsbibliotek,840270,,"Afdeling for Dialektforskning, Biblioteket"
 , ,,"Bibliotekerne for Arkæologi og Etnologi.  Københavns Universitet, SAXO-Instituttet", ,,Forskningsbibliotek,840300,,"Bibliotekerne for Arkæologi og Etnologi.  Københavns Universitet, SAXO-Instituttet"
 , ,,"Biblioteket for Etnologi,  Forhistorisk  og  Klassisk Arkæologisk.  Københavns Universitet, SAXO-Instituttet", ,,Forskningsbibliotek,840350,,"Biblioteket for Etnologi,  Forhistorisk  og  Klassisk Arkæologisk.  Københavns Universitet, SAXO-Instituttet"
2300,København S,Biblioteket for Græsk og Latin,"Biblioteket for Arkæologi, Etnologi og Græsk & Latin. Saxo Instituttet","Njalsgade 92, tr. 2, 3",,Forskningsbibliotek,840360,,"Biblioteket for Græsk og Latin. Københavns Universitet, SAXO-Instituttet"
2300,København S,Institut for Navneforskning,Nordisk Forskningsinstituts Bibliotek. Københavns Universitet,"Njalsgade 80, tr. 10, 3",,Forskningsbibliotek,840420,,"Afdeling for Navneforskning, Biblioteket"
2300,København S,Biblioteket ved INSS,Biblioteket ved Institut for Nordiske Studier & Sprogvidenskab,"Njalsgade 120, bygning 22",,Forskningsbibliotek,840430,,Biblioteket ved Institut for nordiske Studier & Sprogvidenskab
2300,København S,,Biblioteket ved Institut for Nordiske Studier & Sprogvidenskab,Njalsgade 80,,Forskningsbibliotek,840431,,Kønsforsknings samling. Institut for Nordiske Studier & Sprogvidenskab
1455,København K,Juridisk Videncenter,Det Kgl. Bibliotek - København,Studiestræde 34,55.6781961,Forskningsbibliotek,840540,12.5680503,Juridisk Videncenter
