postnr,by,kortnavn,væsensnavn,adresse,latitude,bibliotekstype,id,longitude,navn
2750,Ballerup,FMI,Forsvarsministeriets Materiel- og Indkøbsstyrelse. Biblioteket,Lautrupbjerg 1-5,,Forskningsbibliotek,874380,,Forsvarsministeriets Materiel- og Indkøbsstyrelse. Biblioteket
,,,"Sprog- og Integrationscentret, Biblioteket",,,Forskningsbibliotek,874390,,"Sprog- og Integrationscentret, Biblioteket"
5600,Faaborg,Faaborg Gymnasium,"Faaborg Gymnasium, Biblioteket","Biblioteket, Sundagervej 42",,Forskningsbibliotek,874400,,"Faaborg Gymnasium, Biblioteket"
5700,Svendborg,Social og Sundhedsskolen Fyn,"Social- og Sundhedsskolen Fyn, Svendborg,",Hulgade 9,,Forskningsbibliotek,874440,,"Social og Sundhedsskolen Fyn, Afdelingen i Svendborg, Biblioteket"
,,,"VUC Esbjerg, Biblioteket",,,Forskningsbibliotek,874450,,"VUC Esbjerg, Biblioteket"
,,,"Borupgaard Gymnasium, Studiecenteret",,,Forskningsbibliotek,874460,,"Borupgaard Gymnasium, Biblioteket"
4000,Roskilde,,"VUC Roskilde, Biblioteket",Læderstræde 4,,Forskningsbibliotek,874470,,"VUC Roskilde, Biblioteket"
4700,Næstved,Næstved Gymnasium og HF,Næstved Gymnasium og HF. Biblioteket,Nygårdsvej 43,55.218796,Forskningsbibliotek,874480,11.768075,Næstved Gymnasium og HF. Biblioteket
5220,Odense Sø.,Tornbjerg Gymnasium,"Tornbjerg Gymnasium, Studiecenteret",Skærmhatten 15,,Forskningsbibliotek,874500,,"Tornbjerg Gymnasium, Studiecenteret"
5240,Odense Nø.,,"Mulernes Legatskole, Biblioteket","Biblioteket, Gillestedvej 11",,Forskningsbibliotek,874510,,"Mulernes Legatskole, Biblioteket"
6705,Esbjerg Ø,Esbjerg Gymnasium og HF Kursus,Esbjerg Gymnasium. Biblioteket,"Spangsbjerg Møllevej 310
Postboks 2059",,Forskningsbibliotek,874530,,"Esbjerg Gymnasium og HF Kursus, Biblioteket"
,,,"Horsens Statsskole, Biblioteket",,,Forskningsbibliotek,874540,,"Horsens Statsskole, Biblioteket"
6000,Kolding,Munkensdam Gymnasium,"Munkensdam Gymnasium, Biblioteket",Tøndervej 100,,Forskningsbibliotek,874550,,"Munkensdam Gymnasium, Biblioteket"
7400,Herning,"Herning Gymnasium, Mediateket","Herning Gymnasium, Biblioteket",H.P. Hansens Vej 8,,Forskningsbibliotek,874560,,"Herning Gymnasium, Biblioteket"
8210,Århus V.,,"Aarhus Statsgymnasium, Biblioteket","Biblioteket, Fenrisvej 33",,Forskningsbibliotek,874570,,"Aarhus Statsgymnasium, Biblioteket"
5700,Svendborg,SIMAC,"SIMAC, Open Learning Center",Graaesvej 27,55.0652186,Forskningsbibliotek,874600,10.6192228,"SIMAC, Open Learning Center"
,,,"Brøndagerskolen, Biblioteket",,,Forskningsbibliotek,874610,,"Brøndagerskolen, Biblioteket"
,,,"ARoS Aarhus Kunstmuseum, Biblioteket",,,Forskningsbibliotek,874620,,"ARoS Aarhus Kunstmuseum, Biblioteket"
,,,HF & VUC FYN,,,Forskningsbibliotek,874630,,HF & VUC FYN
7200,Grindsted,"Grindsted Erhversskole,","Erhvervsgymnasiet Grindsted, Bibliotektet",Tinghusgade 22,,Forskningsbibliotek,874640,,"Erhvervsgymnasiet Grindsted, Bibliotektet"
8900,Randers,Randers SoSu-skole,"Randers Social- og sundhedsskole, Biblioteket",Minervavej 47,,Forskningsbibliotek,874650,,"Randers Social- og sundhedsskole, Biblioteket"
4690,Haslev,Haslev Gymnasium & HF,"Midtsjællands Gymnasium, Studiecenter og bibliotek",Skolegade 31,,Forskningsbibliotek,874710,,"Midtsjællands Gymnasium, Studiecenter og bibliotek"
,,,"Retten i Glostrup, Biblioteket",,,Forskningsbibliotek,874810,,"Retten i Glostrup, Biblioteket"
6200,Aabenraa,Det Tyske Centralbibliotek,Deutsche Büchereizentrale und Zentralbücherei Apenrade,Vestergade 30,55.0427025,Forskningsbibliotek,874830,9.4137007,Deutsche Büchereizentrale und Zentralbücherei Apenrade. Centralbiblioteket
,,,Deutsche Büchereizentrale und Zentralbücherei Apenrade,,,Forskningsbibliotek,874831,,Deutsche Büchereizentrale und Zentralbücherei Apenrade. Filial Haderslev
,,,Deutsche Büchereizentrale und Zentralbücherei Apenrade,,,Forskningsbibliotek,874832,,Deutsche Büchereizentrale und Zentralbücherei Apenrade. Filial Sønderborg
,,,Deutsche Büchereizentrale und Zentralbücherei Apenrade,,,Forskningsbibliotek,874833,,Deutsche Büchereizentrale und Zentralbücherei Apenrade. Filial Tinglev
,,,Deutsche Büchereizentrale und Zentralbücherei Apenrade,,,Forskningsbibliotek,874834,,Deutsche Büchereizentrale und Zentralbücherei Apenrade. Filial Tønder
4000,Roskilde,RTS Biblioteket,HTX Roskilde. Biblioteket,"Pulsen 4
Postbox 132",55.64191,Forskningsbibliotek,874840,12.087845,HTX Roskildes Bibliotek
,,,"Danmarks Grundforskningsfond, Biblioteket",,,Forskningsbibliotek,874860,,"Danmarks Grundforskningsfond, Biblioteket"
4300,Holbæk,Holbæk Sygehus,"Holbæk Sygehus, Fagbiblioteket",Smedelundsgade 60,,Forskningsbibliotek,874960,,"Holbæk Sygehus, Fagbiblioteket"
6100,Haderslev,Arkæologi,Museum Sønderjylland. Biblioteket,Dalgade 7,,Forskningsbibliotek,874970,,Museum Sønderjylland. Biblioteket
,,,Biblioteket på MARTEC,,,Forskningsbibliotek,874990,,Biblioteket på MARTEC
,,,Fredericia Maskinmesterskole. Biblioteket,,,Forskningsbibliotek,875010,,Fredericia Maskinmesterskole. Biblioteket
,,,Aarhus Maskinmesterskole. Videncenteret,,,Forskningsbibliotek,875020,,Aarhus Maskinmesterskole. Videncenteret
,,,"Nakskov Gymnasium, Biblioteket",,,Forskningsbibliotek,875030,,"Nakskov Gymnasium, Biblioteket"
,,,Center for Undervisningsmidler UCC,,,Forskningsbibliotek,875040,,Center for Undervisningsmidler UCC. Storkøbenhavn
,,,Center for Undervisningsmidler UCC,,,Forskningsbibliotek,875041,,Center for Undervisningsmidler UCC. Bornholm
,,,Center for Undervisningsmidler i UCL (CFU i University College Lillebælt),,,Forskningsbibliotek,875050,,"Center for  Undervisningsmidler i Vejle, UCL"
,,,Center for Undervisningsmidler i UCL (CFU i University College Lillebælt),,,Forskningsbibliotek,875051,,"Center for  Undervisningsmidler i Odense, UCL"
,,,Center for Undervisningsmidler. University College Nordjylland,,,Forskningsbibliotek,875060,,Center for Undervisningsmidler.University College Nordjylland
,,,VIA Center for Undervisningsmidler,,,Forskningsbibliotek,875080,,Center for Undervisningsmidler. VIA University College. Aarhus
,,,VIA Center for Undervisningsmidler,,,Forskningsbibliotek,875081,,Center for Undervisningsmidler. VIA University College. Herning
,,,VIA Center for Undervisningsmidler,,,Forskningsbibliotek,875083,,Center for Undervisningsmidler. VIA University College. Viborg
,,,Det Nordiske Cochrane Center,,,Forskningsbibliotek,875090,,Cochrane-biblioteket
,,,HEART Bibliotek,,,Forskningsbibliotek,875110,,HEART Bibliotek
8000,Århus C,Det Samfundsvidenskabelige Fak,"AU Library, Fuglesangs Allé",Bartholinsallé,,Forskningsbibliotek,875120,,"AU Library, Bartholinsallé"
8260,Viby J.,Århus Købmandsskole-Viemosevej,Aarhus Handelsgymnasium,Viemosevej 1,,Forskningsbibliotek,875130,,"Aarhus Handelsgymnasium, Biblioteket Viemosevej"
8240,Risskov,Århus Købmandsskole,Aarhus Handelsgymnasium,Vejlby Centervej 50,,Forskningsbibliotek,875131,,"Aarhus Handelsgymnasiumt, Biblioteket Vejlby Centervej"
4300,Holbæk,Stenhus Gymnasiums Bibliotek,Stenhus Gymnasium,Stenhusvej 20,55.7112214,Forskningsbibliotek,875140,11.6827544,Stenhus Gymnasium
,,,"Randers Hf & VUC, Biblioteket",,,Forskningsbibliotek,875150,,"Randers Hf & VUC, Biblioteket"
,,,Rjingkøbing Gymnasiums bibliotek,,,Forskningsbibliotek,875170,,Ringkjøbing Gymnasiums bibliotek
,,,Herning HF og VUC. Biblioteket,,,Forskningsbibliotek,875190,,Herning HF og VUC. Biblioteket
,,,"Retten i Helsingør, Biblioteket",,,Forskningsbibliotek,875200,,"Retten i Helsingør, Biblioteket"
1120,København K,Københavns VUC,Københavns VUC. Biblioteket,Vognmagergade 8,,Forskningsbibliotek,875210,,Københavns VUC. Biblioteket
1220,København K,Rigsadvokatens bibliotek,Rigsadvokatens bibliotek,Frederiksholms Kanal 16,,Forskningsbibliotek,875220,,Rigsadvokatens bibliotek
,,,Aabenraa Statsskole,,,Forskningsbibliotek,875230,,Aabenraa Statsskole. IT-funktionen
,,,Kalundborg Gymnasium og HF. Biblioteket,,,Forskningsbibliotek,875240,,Kalundborg Gymnasium og HF. Biblioteket
,,,"HF-Centret Efterslægten,  Biblioteket",,,Forskningsbibliotek,875260,,"HF-Centret Efterslægten,  Biblioteket"
2000,Frederiksberg,VUF-biblioteket,"VUF - VoksenUddannelsescenter Frederiksberg, Biblioteket",Falstersvej 3-5,,Forskningsbibliotek,875270,,"VUF - VoksenUddannelsescenter Frederiksberg, Biblioteket"
7400,Herning,"EAMV, biblioteket","Erhvervsakademiet MidtVest, biblioteket",Gl. Landevej 2,,Forskningsbibliotek,875280,,"Erhvervsakademiet MidtVest, biblioteket Herning"
,,,"Erhvervsakademiet MidtVest, biblioteket",,,Forskningsbibliotek,875281,,"Erhvervsakademiet MidtVest, biblioteket Holstebro"
,,,"VUC Aarhus, Biblioteket",,,Forskningsbibliotek,875290,,"VUC Aarhus, Biblioteket"
6000,Kolding,Designskolen Kolding,Designskolen Kolding. Bibliotek,Ågade 10,,Forskningsbibliotek,875300,,Designskolen Kolding. Bibliotek
,,,"Holstebro Gymnasium & HF, Biblioteket",,,Forskningsbibliotek,875310,,"Holstebro Gymnasium & HF, Biblioteket"
6600,Vejen,Vejen Musikskole,Vejen Musikskoles bibliotek,Askovvej 7,,Forskningsbibliotek,875320,,Vejen Musikskoles bibliotek
,,,"Lemvig Gymnasium, Biblioteket",,,Forskningsbibliotek,875340,,"Lemvig Gymnasium, Biblioteket"
,,,"Social- og Sundhedsskolen Fyn, Odense City, Biblioteket",,,Forskningsbibliotek,875360,,"Social- og Sundhedsskolen Fyn, Odense City, Biblioteket"
,,,Ribe Katedralskoles bibliotek,,,Forskningsbibliotek,875370,,Ribe Katedralskoles bibliotek
,,,Københavns Stadsarkiv. Håndbogsbiblioteket,,,Forskningsbibliotek,875400,,Københavns Stadsarkiv. Håndbogsbiblioteket
,,,Alssundgymnasiet. Studiecentret,,,Forskningsbibliotek,875410,,Alssund gymnasiet. Studiecentret
9800,Hjørring,VKM,Vendsyssel Kunstmuseums Bibliotek og arkiv,P. Nørkjærs Plads nr. 15,,Forskningsbibliotek,875420,,Vendsyssel Kunstmuseums Bibliotek og arkiv
,,,Erhvervsakademi Dania. Digital biblioteksfunktion,,,Forskningsbibliotek,875430,,Erhvervsakademi Dania. Digital biblioteksfunktion
5000,Odense C,EAL,Erhvervsakademiet Lillebælt Biblioteket,Seebladsgade 1,55.392102,Forskningsbibliotek,875440,10.390117,Erhvervsakademiet Lillebælt Biblioteket
,,,Handelsskolen København Nord. Bibliotekerne,,,Forskningsbibliotek,875450,,Open Learning Center på HKNORD
,,,Handelsskolen København Nord. Bibliotekerne,,,Forskningsbibliotek,875451,,Studiecenteret på HKNORD
9000,Aalborg,Aalborg Tekniske Gymnasium,"Biblioteket, Aalborg Tekniske Gymnasium",C.A. Olesens Gade 4,,Forskningsbibliotek,875460,,Biblioteket CAO. Aalborg Tekniske Gymnasium
9000,Aalborg,Aatg øuv,"Biblioteket, Aalborg Tekniske Gymnasium",Øster Uttrupvej 5,,Forskningsbibliotek,875461,,Biblioteket ØUV. Aalborg Tekniske Gymnasium
6000,Kolding,EAKolding,Erhvervsakademi Kolding. Biblioteket,Ålegården 2-4,55.4850486,Forskningsbibliotek,875470,9.4867587,Erhvervsakademi Kolding. Biblioteket
1403,Kbh.K.,IMR Biblioteket,Institut for Menneskerettigheder. Biblioteket,"Wilders Plads 8K, 1. sal",,Forskningsbibliotek,875480,,Institut for Menneskerettigheder. Biblioteket
,,,Louisiana Bibliotek,,,Forskningsbibliotek,875490,,Louisiana Bibliotek
,,,Museum Silkeborgs Bibliotek,,,Forskningsbibliotek,875520,,Museum Silkeborgs Bibliotek
,,,Styrelsen for Forskning og Innovation,,,Forskningsbibliotek,875540,,Styrelsen for Forskning og Innovation
,,,Erhvervsakademi SydVest,,,Forskningsbibliotek,875560,,Erhvervsakademi SydVest
,,,EASJ Bibliotek (Erhvervsakademi Sjælland),,,Forskningsbibliotek,875570,,EASJ Bibliotek
,,,Struer Statsgymnasium. Biblioteket,,,Forskningsbibliotek,875600,,Struer Statsgymnasium. Biblioteket
,,,Skovgaard Museet,,,Forskningsbibliotek,875610,,Skovgaard Museet
,,,Vejen Kunstmuseum. Biblioteket,,,Forskningsbibliotek,875620,,Vejen Kunstmuseum. Biblioteket
,,,Randers Stadsarkiv,,,Forskningsbibliotek,875630,,Randers Stadsarkiv
,,,Ringsted Museum og Arkiv,,,Forskningsbibliotek,875640,,Ringsted Museum og Arkiv
,,,Frederiksbergmuseerne,,,Forskningsbibliotek,875650,,Frederiksbergmuseerne. Møstings Hus. Biblioteket
,,,Frederiksbergmuseerne,,,Forskningsbibliotek,875651,,Bakkehuset. Biblioteket
,,,Kriminalforsorgen Arresthuset i Ringsted,,,Forskningsbibliotek,875660,,Kriminalforsorgen Arresthuset i Ringsted
,,,Kolding Stadsarkiv,,,Forskningsbibliotek,875680,,Kolding Stadsarkiv
,,,Kolding Arrest,,,Forskningsbibliotek,875690,,Kolding Arrest
,,,Museum Østjyllands Bibliotek,,,Forskningsbibliotek,875700,,Museum Østjyllands Bibliotek
,,,Nationalpark Thy,,,Forskningsbibliotek,875710,,Nationalpark Thy
,,,Kolding Musikskole,,,Forskningsbibliotek,875720,,Kolding Musikskole
,,,Egvad Egnshistoriske Samling,,,Forskningsbibliotek,875730,,Egvad Egnshistoriske Samling
1553,København V,DDB,Danskernes Digitale Bibliotek,H.C.Andersens Boulevard 2,55.677815,Forskningsbibliotek,875740,12.564314,Danskernes Digitale Bibliotek
,,,Silkeborg Arkiv,,,Forskningsbibliotek,875760,,Silkeborg Arkiv
,,,"Byhistorisk Arkiv, biblioteket",,,Forskningsbibliotek,875770,,"Byhistorisk Arkiv, biblioteket"
,,,"Esbjerg Kunstmuseum, Biblioteket",,,Forskningsbibliotek,875780,,"Esbjerg Kunstmuseum, Biblioteket"
,,,"Sydvestjyske Museer, Biblioteket",,,Forskningsbibliotek,875790,,"Sydvestjyske Museer, Biblioteket"
,,,"Ikast-Brande Gymnasium, Bibliotek",,,Forskningsbibliotek,875800,,"Ikast-Brande Gymnasium, Bibliotek"
,,,VejleMuseerne,,,Forskningsbibliotek,875810,,VejleMuseerne
,,,Vejle Stadsarkiv,,,Forskningsbibliotek,875820,,Vejle Stadsarkiv
,,,Arresthuset i Vejle,,,Forskningsbibliotek,875830,,Arresthuset i Vejle
,,,Statsfængslet Midtjylland,,,Forskningsbibliotek,875840,,Statsfængslet Midtjylland
,,,Brandts. Museum for Kunst & Visuel Kultur,,,Forskningsbibliotek,875850,,Brandts. Museum for Kunst & Visuel Kultur
,,,Odense Arrest,,,Forskningsbibliotek,875860,,Odense Arrest
5900,Rudkøbing,Langelands Museum,Langelands Museum,Jens Winthers Vej 12,,Forskningsbibliotek,875870,,Langelands Museum
1221,København K,Institutbiblioteker ved KU,Institutbiblioteker ved Københavns Universitet,Søren Kierkegaards Plads 1,,Forskningsbibliotek,875880,,Institutbiblioteker ved Københavns Universitet
,,,Slagelse Stadsarkiv,,,Forskningsbibliotek,875890,,Slagelse Stadsarkiv
,,,Slagelse Stadsarkiv,,,Forskningsbibliotek,875891,,Slagelse Lokalarkiv
,,,Slagelse Stadsarkiv,,,Forskningsbibliotek,875892,,Korsør Lokalarkiv
,,,Slagelse Stadsarkiv,,,Forskningsbibliotek,875893,,Skælskør Lokalarkiv
,,,Hvidovre Legetek,,,Forskningsbibliotek,875910,,Hvidovre Legetek
,,,Ringe Fængsel. Biblioteket,,,Forskningsbibliotek,875920,,Ringe Fængsel. Biblioteket
,,,Slagelse Arrest. Biblioteket,,,Forskningsbibliotek,875930,,Slagelse Arrest. Biblioteket
,,,Roskilde Avisregistrant,,,Forskningsbibliotek,875940,,Roskilde Avisregistrant
,,,Sjællands Stiftsbiblioteks gamle samling,,,Forskningsbibliotek,875950,,Sjællands Stiftsbiblioteks gamle samling
,,,Bredebro Bogcafé,,,Forskningsbibliotek,875960,,Bredebro Bogcafé
,,,Højers Bog -og Netcafe,,,Forskningsbibliotek,875970,,Højer Bog- og Netcafé
,,,Det Europæiske Hus,,,Forskningsbibliotek,875980,,Det Europæiske Hus
3920,Qaqortoq,Campus Kujalleq,Campus Kujalleq,Vestervej B 1266 postbox 516,,Forskningsbibliotek,900091,,Campus Kujalleq
S-751 47,"Uppsala, Sverige",Nordiska Afrikainstitutet,"Nordiska Afrikainstitutet, Biblioteket",Box 1703,,Forskningsbibliotek,900130,,"Nordiska Afrikainstitutet, Biblioteket"
FO-110,Torshavn,Føroya Landsbokasavn,Føroya Landsbokasavn,"J.C. Svabosgøtu 16, P.O.Box 61",,Forskningsbibliotek,900450,,Føroya Landsbokasavn
620,Runavik,Bókasavnið við Løkin,Bókasavnið við Løkin,Rókavegur 1,,Folkebibliotek,900455,,Bókasavnið við Løkin
FO 100,Tórshavn,Býarbókasavnið,Býarbókasavnið,Niels Finsens gøtu 7,,Forskningsbibliotek,911116,,Býarbókasavnið
3900,Nuuk,Nunatta Atuagaateqarfia/Det Gr,Nunatta Atuagaateqarfia/Det grønlandske Landsbibliotek,"Postboks 1011
Imaneq 26",,Forskningsbibliotek,911130,,Nunatta Atuagaateqarfia/Det grønlandske Landsbibliotek
3900,Nuuk - GL,Grønlands Nationalbibliotek,Grønlands Nationalbibliotek,"Manutooq 1
Postboks 1074",,Forskningsbibliotek,911146,,Grønlands Nationalbibliotek
